Sexo	Total Nacional	Comunidades y Ciudades Autónomas	Enfermedades	Sí o no	Total
Ambos sexos	Total	Asturias (Principado de)	Migraña o dolor de cabeza frecuente	Sí	7.88
Ambos sexos	Total	Asturias (Principado de)	Migraña o dolor de cabeza frecuente	No	92.12
Ambos sexos	Total	Asturias (Principado de)	Hemorroides	TOTAL	100
Ambos sexos	Total	Asturias (Principado de)	Hemorroides	Sí	4.19
Ambos sexos	Total	Asturias (Principado de)	Hemorroides	No	95.81
Ambos sexos	Total	Asturias (Principado de)	Tumores malignos	TOTAL	100
Ambos sexos	Total	Asturias (Principado de)	Tumores malignos	Sí	1.57
Ambos sexos	Total	Asturias (Principado de)	Tumores malignos	No	98.43
Ambos sexos	Total	Asturias (Principado de)	Osteoporosis	TOTAL	100
Ambos sexos	Total	Asturias (Principado de)	Osteoporosis	Sí	6.15
Ambos sexos	Total	Asturias (Principado de)	Osteoporosis	No	93.85
Ambos sexos	Total	Asturias (Principado de)	Problemas de tiroides	TOTAL	100
Ambos sexos	Total	Asturias (Principado de)	Problemas de tiroides	Sí	5.69
Ambos sexos	Total	Asturias (Principado de)	Problemas de tiroides	No	94.31
Ambos sexos	Total	Asturias (Principado de)	Problemas de riñón	TOTAL	100
Ambos sexos	Total	Asturias (Principado de)	Problemas de riñón	Sí	3.2
Ambos sexos	Total	Asturias (Principado de)	Problemas de riñón	No	96.8
Ambos sexos	Total	Asturias (Principado de)	Problemas de próstata (solo hombres)	TOTAL	0
Ambos sexos	Total	Asturias (Principado de)	Problemas de próstata (solo hombres)	Sí	0
Ambos sexos	Total	Asturias (Principado de)	Problemas de próstata (solo hombres)	No	0
Ambos sexos	Total	Asturias (Principado de)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Ambos sexos	Total	Asturias (Principado de)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Ambos sexos	Total	Asturias (Principado de)	Problemas del periodo menopáusico (solo mujeres)	No	0
Ambos sexos	Total	Asturias (Principado de)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Ambos sexos	Total	Asturias (Principado de)	Lesiones o defectos permanentes causados por un accidente	Sí	3.02
Ambos sexos	Total	Asturias (Principado de)	Lesiones o defectos permanentes causados por un accidente	No	96.98
Ambos sexos	Total	Balears (Illes)	Tensión alta	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Tensión alta	Sí	13.54
Ambos sexos	Total	Balears (Illes)	Tensión alta	No	86.19
Ambos sexos	Total	Balears (Illes)	Infarto de miocardio	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Infarto de miocardio	Sí	1.09
Ambos sexos	Total	Balears (Illes)	Infarto de miocardio	No	98.91
Ambos sexos	Total	Balears (Illes)	Angina de pecho. enfermedad coronaria	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Angina de pecho. enfermedad coronaria	Sí	1.82
Ambos sexos	Total	Balears (Illes)	Angina de pecho. enfermedad coronaria	No	98.18
Ambos sexos	Total	Balears (Illes)	Otras enfermedades del corazón	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Otras enfermedades del corazón	Sí	4.06
Ambos sexos	Total	Balears (Illes)	Otras enfermedades del corazón	No	95.94
Ambos sexos	Total	Balears (Illes)	Varices en las piernas	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Varices en las piernas	Sí	9.74
Ambos sexos	Total	Balears (Illes)	Varices en las piernas	No	90.26
Ambos sexos	Total	Balears (Illes)	Artrosis (excluyendo artritis)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Artrosis (excluyendo artritis)	Sí	12.7
Ambos sexos	Total	Balears (Illes)	Artrosis (excluyendo artritis)	No	87.3
Ambos sexos	Total	Balears (Illes)	Dolor de espalda crónico (cervical)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Dolor de espalda crónico (cervical)	Sí	11.45
Ambos sexos	Total	Balears (Illes)	Dolor de espalda crónico (cervical)	No	88.55
Ambos sexos	Total	Balears (Illes)	Dolor de espalda crónico (lumbar)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Dolor de espalda crónico (lumbar)	Sí	14.92
Ambos sexos	Total	Balears (Illes)	Dolor de espalda crónico (lumbar)	No	85.08
Ambos sexos	Total	Balears (Illes)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	6.9
Ambos sexos	Total	Balears (Illes)	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	93.1
Ambos sexos	Total	Balears (Illes)	Asma (incluida asma alérgica)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Asma (incluida asma alérgica)	Sí	5.99
Ambos sexos	Total	Balears (Illes)	Asma (incluida asma alérgica)	No	94.01
Ambos sexos	Total	Balears (Illes)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	3.03
Ambos sexos	Total	Balears (Illes)	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	96.97
Ambos sexos	Total	Balears (Illes)	Diabetes	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Diabetes	Sí	4.28
Ambos sexos	Total	Balears (Illes)	Diabetes	No	95.72
Ambos sexos	Total	Balears (Illes)	Úlcera de estómago o duodeno	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Úlcera de estómago o duodeno	Sí	0.67
Ambos sexos	Total	Balears (Illes)	Úlcera de estómago o duodeno	No	99.33
Ambos sexos	Total	Balears (Illes)	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Incontinencia urinaria o problemas de control de la orina	Sí	2.87
Ambos sexos	Total	Balears (Illes)	Incontinencia urinaria o problemas de control de la orina	No	97.13
Ambos sexos	Total	Balears (Illes)	Colesterol alto	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Colesterol alto	Sí	12.6
Ambos sexos	Total	Balears (Illes)	Colesterol alto	No	87.4
Ambos sexos	Total	Balears (Illes)	Cataratas	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Cataratas	Sí	2.72
Ambos sexos	Total	Balears (Illes)	Cataratas	No	97.28
Ambos sexos	Total	Balears (Illes)	Problemas crónicos de piel	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Problemas crónicos de piel	Sí	2.76
Ambos sexos	Total	Balears (Illes)	Problemas crónicos de piel	No	97.24
Ambos sexos	Total	Balears (Illes)	Estreñimiento crónico	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Estreñimiento crónico	Sí	2.28
Ambos sexos	Total	Balears (Illes)	Estreñimiento crónico	No	97.72
Ambos sexos	Total	Balears (Illes)	Cirrosis. disfunción hepática	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Cirrosis. disfunción hepática	Sí	0.57
Ambos sexos	Total	Balears (Illes)	Cirrosis. disfunción hepática	No	99.43
Ambos sexos	Total	Balears (Illes)	Depresión	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Depresión	Sí	6.8
Ambos sexos	Total	Balears (Illes)	Depresión	No	93.2
Ambos sexos	Total	Balears (Illes)	Ansiedad crónica	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Ansiedad crónica	Sí	7.55
Ambos sexos	Total	Balears (Illes)	Ansiedad crónica	No	92.45
Ambos sexos	Total	Balears (Illes)	Otros problemas mentales	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Otros problemas mentales	Sí	2.53
Ambos sexos	Total	Balears (Illes)	Otros problemas mentales	No	97.47
Ambos sexos	Total	Balears (Illes)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.69
Ambos sexos	Total	Balears (Illes)	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.31
Ambos sexos	Total	Balears (Illes)	Migraña o dolor de cabeza frecuente	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Migraña o dolor de cabeza frecuente	Sí	9.47
Ambos sexos	Total	Balears (Illes)	Migraña o dolor de cabeza frecuente	No	90.53
Ambos sexos	Total	Balears (Illes)	Hemorroides	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Hemorroides	Sí	2.57
Ambos sexos	Total	Balears (Illes)	Hemorroides	No	97.43
Ambos sexos	Total	Balears (Illes)	Tumores malignos	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Tumores malignos	Sí	0.7
Ambos sexos	Total	Balears (Illes)	Tumores malignos	No	99.3
Ambos sexos	Total	Balears (Illes)	Osteoporosis	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Osteoporosis	Sí	2.88
Ambos sexos	Total	Balears (Illes)	Osteoporosis	No	97.12
Ambos sexos	Total	Balears (Illes)	Problemas de tiroides	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Problemas de tiroides	Sí	3.31
Ambos sexos	Total	Balears (Illes)	Problemas de tiroides	No	96.69
Ambos sexos	Total	Balears (Illes)	Problemas de riñón	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Problemas de riñón	Sí	6.35
Ambos sexos	Total	Balears (Illes)	Problemas de riñón	No	93.65
Ambos sexos	Total	Balears (Illes)	Problemas de próstata (solo hombres)	TOTAL	0
Ambos sexos	Total	Balears (Illes)	Problemas de próstata (solo hombres)	Sí	0
Ambos sexos	Total	Balears (Illes)	Problemas de próstata (solo hombres)	No	0
Ambos sexos	Total	Balears (Illes)	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Ambos sexos	Total	Balears (Illes)	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Ambos sexos	Total	Balears (Illes)	Problemas del periodo menopáusico (solo mujeres)	No	0
Ambos sexos	Total	Balears (Illes)	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Ambos sexos	Total	Balears (Illes)	Lesiones o defectos permanentes causados por un accidente	Sí	1.09
Ambos sexos	Total	Balears (Illes)	Lesiones o defectos permanentes causados por un accidente	No	98.91
Ambos sexos	Total	Canarias	Tensión alta	TOTAL	100
Ambos sexos	Total	Canarias	Tensión alta	Sí	19.33
Ambos sexos	Total	Canarias	Tensión alta	No	80.67
Ambos sexos	Total	Canarias	Infarto de miocardio	TOTAL	100
Ambos sexos	Total	Canarias	Infarto de miocardio	Sí	0.51
Ambos sexos	Total	Canarias	Infarto de miocardio	No	99.49
Ambos sexos	Total	Canarias	Angina de pecho. enfermedad coronaria	TOTAL	100
Ambos sexos	Total	Canarias	Angina de pecho. enfermedad coronaria	Sí	0.17
Ambos sexos	Total	Canarias	Angina de pecho. enfermedad coronaria	No	99.83
Ambos sexos	Total	Canarias	Otras enfermedades del corazón	TOTAL	100
Ambos sexos	Total	Canarias	Otras enfermedades del corazón	Sí	3.73
Ambos sexos	Total	Canarias	Otras enfermedades del corazón	No	96.27
Ambos sexos	Total	Canarias	Varices en las piernas	TOTAL	100
Ambos sexos	Total	Canarias	Varices en las piernas	Sí	7.98
Ambos sexos	Total	Canarias	Varices en las piernas	No	92.02
Ambos sexos	Total	Canarias	Artrosis (excluyendo artritis)	TOTAL	100
Ambos sexos	Total	Canarias	Artrosis (excluyendo artritis)	Sí	15.08
Ambos sexos	Total	Canarias	Artrosis (excluyendo artritis)	No	84.92
Ambos sexos	Total	Canarias	Dolor de espalda crónico (cervical)	TOTAL	100
Ambos sexos	Total	Canarias	Dolor de espalda crónico (cervical)	Sí	19.54
Ambos sexos	Total	Canarias	Dolor de espalda crónico (cervical)	No	80.46
Ambos sexos	Total	Canarias	Dolor de espalda crónico (lumbar)	TOTAL	100
Ambos sexos	Total	Canarias	Dolor de espalda crónico (lumbar)	Sí	21.79
Ambos sexos	Total	Canarias	Dolor de espalda crónico (lumbar)	No	78.21
Ambos sexos	Total	Canarias	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Ambos sexos	Total	Canarias	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	9.75
Ambos sexos	Total	Canarias	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	90.25
Ambos sexos	Total	Canarias	Asma (incluida asma alérgica)	TOTAL	100
Ambos sexos	Total	Canarias	Asma (incluida asma alérgica)	Sí	5.52
Ambos sexos	Total	Canarias	Asma (incluida asma alérgica)	No	94.48
Ambos sexos	Total	Canarias	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Ambos sexos	Total	Canarias	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	2.39
Ambos sexos	Total	Canarias	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	97.61
Ambos sexos	Total	Canarias	Diabetes	TOTAL	100
Ambos sexos	Total	Canarias	Diabetes	Sí	11.27
Ambos sexos	Total	Canarias	Diabetes	No	88.73
Ambos sexos	Total	Canarias	Úlcera de estómago o duodeno	TOTAL	100
Ambos sexos	Total	Canarias	Úlcera de estómago o duodeno	Sí	1.15
Ambos sexos	Total	Canarias	Úlcera de estómago o duodeno	No	98.85
Ambos sexos	Total	Canarias	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Ambos sexos	Total	Canarias	Incontinencia urinaria o problemas de control de la orina	Sí	2.25
Ambos sexos	Total	Canarias	Incontinencia urinaria o problemas de control de la orina	No	97.75
Ambos sexos	Total	Canarias	Colesterol alto	TOTAL	100
Ambos sexos	Total	Canarias	Colesterol alto	Sí	14.73
Ambos sexos	Total	Canarias	Colesterol alto	No	85.27
Ambos sexos	Total	Canarias	Cataratas	TOTAL	100
Ambos sexos	Total	Canarias	Cataratas	Sí	4.04
Ambos sexos	Total	Canarias	Cataratas	No	95.96
Ambos sexos	Total	Canarias	Problemas crónicos de piel	TOTAL	100
Ambos sexos	Total	Canarias	Problemas crónicos de piel	Sí	3.79
Ambos sexos	Total	Canarias	Problemas crónicos de piel	No	96.21
Ambos sexos	Total	Canarias	Estreñimiento crónico	TOTAL	100
Ambos sexos	Total	Canarias	Estreñimiento crónico	Sí	3.71
Ambos sexos	Total	Canarias	Estreñimiento crónico	No	96.29
Ambos sexos	Total	Canarias	Cirrosis. disfunción hepática	TOTAL	100
Ambos sexos	Total	Canarias	Cirrosis. disfunción hepática	Sí	0.91
Ambos sexos	Total	Canarias	Cirrosis. disfunción hepática	No	99.09
Ambos sexos	Total	Canarias	Depresión	TOTAL	100
Ambos sexos	Total	Canarias	Depresión	Sí	6.92
Ambos sexos	Total	Canarias	Depresión	No	93.08
Ambos sexos	Total	Canarias	Ansiedad crónica	TOTAL	100
Ambos sexos	Total	Canarias	Ansiedad crónica	Sí	9.69
Ambos sexos	Total	Canarias	Ansiedad crónica	No	90.31
Ambos sexos	Total	Canarias	Otros problemas mentales	TOTAL	100
Ambos sexos	Total	Canarias	Otros problemas mentales	Sí	1.88
Ambos sexos	Total	Canarias	Otros problemas mentales	No	98.12
Ambos sexos	Total	Canarias	Ictus (embolia. infarto cerebral. hemorragia cerebral)	TOTAL	100
Ambos sexos	Total	Canarias	Ictus (embolia. infarto cerebral. hemorragia cerebral)	Sí	0.58
Ambos sexos	Total	Canarias	Ictus (embolia. infarto cerebral. hemorragia cerebral)	No	99.42
Ambos sexos	Total	Canarias	Migraña o dolor de cabeza frecuente	TOTAL	100
Ambos sexos	Total	Canarias	Migraña o dolor de cabeza frecuente	Sí	5.94
Ambos sexos	Total	Canarias	Migraña o dolor de cabeza frecuente	No	94.06
Ambos sexos	Total	Canarias	Hemorroides	TOTAL	100
Ambos sexos	Total	Canarias	Hemorroides	Sí	4
Ambos sexos	Total	Canarias	Hemorroides	No	96
Ambos sexos	Total	Canarias	Tumores malignos	TOTAL	100
Ambos sexos	Total	Canarias	Tumores malignos	Sí	0.98
Ambos sexos	Total	Canarias	Tumores malignos	No	99.02
Ambos sexos	Total	Canarias	Osteoporosis	TOTAL	100
Ambos sexos	Total	Canarias	Osteoporosis	Sí	2.44
Ambos sexos	Total	Canarias	Osteoporosis	No	97.56
Ambos sexos	Total	Canarias	Problemas de tiroides	TOTAL	100
Ambos sexos	Total	Canarias	Problemas de tiroides	Sí	3.93
Ambos sexos	Total	Canarias	Problemas de tiroides	No	96.07
Ambos sexos	Total	Canarias	Problemas de riñón	TOTAL	100
Ambos sexos	Total	Canarias	Problemas de riñón	Sí	3.84
Ambos sexos	Total	Canarias	Problemas de riñón	No	96.16
Ambos sexos	Total	Canarias	Problemas de próstata (solo hombres)	TOTAL	0
Ambos sexos	Total	Canarias	Problemas de próstata (solo hombres)	Sí	0
Ambos sexos	Total	Canarias	Problemas de próstata (solo hombres)	No	0
Ambos sexos	Total	Canarias	Problemas del periodo menopáusico (solo mujeres)	TOTAL	0
Ambos sexos	Total	Canarias	Problemas del periodo menopáusico (solo mujeres)	Sí	0
Ambos sexos	Total	Canarias	Problemas del periodo menopáusico (solo mujeres)	No	0
Ambos sexos	Total	Canarias	Lesiones o defectos permanentes causados por un accidente	TOTAL	100
Ambos sexos	Total	Canarias	Lesiones o defectos permanentes causados por un accidente	Sí	1.54
Ambos sexos	Total	Canarias	Lesiones o defectos permanentes causados por un accidente	No	98.46
Ambos sexos	Total	Cantabria	Tensión alta	TOTAL	100
Ambos sexos	Total	Cantabria	Tensión alta	Sí	18.38
Ambos sexos	Total	Cantabria	Tensión alta	No	81.38
Ambos sexos	Total	Cantabria	Infarto de miocardio	TOTAL	100
Ambos sexos	Total	Cantabria	Infarto de miocardio	Sí	0.98
Ambos sexos	Total	Cantabria	Infarto de miocardio	No	99.02
Ambos sexos	Total	Cantabria	Angina de pecho. enfermedad coronaria	TOTAL	100
Ambos sexos	Total	Cantabria	Angina de pecho. enfermedad coronaria	Sí	0.56
Ambos sexos	Total	Cantabria	Angina de pecho. enfermedad coronaria	No	99.44
Ambos sexos	Total	Cantabria	Otras enfermedades del corazón	TOTAL	100
Ambos sexos	Total	Cantabria	Otras enfermedades del corazón	Sí	4.79
Ambos sexos	Total	Cantabria	Otras enfermedades del corazón	No	95.21
Ambos sexos	Total	Cantabria	Varices en las piernas	TOTAL	100
Ambos sexos	Total	Cantabria	Varices en las piernas	Sí	12.83
Ambos sexos	Total	Cantabria	Varices en las piernas	No	87.17
Ambos sexos	Total	Cantabria	Artrosis (excluyendo artritis)	TOTAL	100
Ambos sexos	Total	Cantabria	Artrosis (excluyendo artritis)	Sí	17.23
Ambos sexos	Total	Cantabria	Artrosis (excluyendo artritis)	No	82.77
Ambos sexos	Total	Cantabria	Dolor de espalda crónico (cervical)	TOTAL	100
Ambos sexos	Total	Cantabria	Dolor de espalda crónico (cervical)	Sí	6.99
Ambos sexos	Total	Cantabria	Dolor de espalda crónico (cervical)	No	93.01
Ambos sexos	Total	Cantabria	Dolor de espalda crónico (lumbar)	TOTAL	100
Ambos sexos	Total	Cantabria	Dolor de espalda crónico (lumbar)	Sí	10.22
Ambos sexos	Total	Cantabria	Dolor de espalda crónico (lumbar)	No	89.78
Ambos sexos	Total	Cantabria	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	TOTAL	100
Ambos sexos	Total	Cantabria	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	Sí	6.85
Ambos sexos	Total	Cantabria	Alergia crónica. como rinitis. conjuntivitis o dermatitis alérgica. alergia alimentaria o de otro tipo (asma alérgica excluida)	No	93.15
Ambos sexos	Total	Cantabria	Asma (incluida asma alérgica)	TOTAL	100
Ambos sexos	Total	Cantabria	Asma (incluida asma alérgica)	Sí	7.35
Ambos sexos	Total	Cantabria	Asma (incluida asma alérgica)	No	92.65
Ambos sexos	Total	Cantabria	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	TOTAL	100
Ambos sexos	Total	Cantabria	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	Sí	1.56
Ambos sexos	Total	Cantabria	Bronquitis crónica. enfisema. enfermedad pulmonar obstructiva crónica (EPOC)	No	98.44
Ambos sexos	Total	Cantabria	Diabetes	TOTAL	100
Ambos sexos	Total	Cantabria	Diabetes	Sí	4.91
Ambos sexos	Total	Cantabria	Diabetes	No	95.09
Ambos sexos	Total	Cantabria	Úlcera de estómago o duodeno	TOTAL	100
Ambos sexos	Total	Cantabria	Úlcera de estómago o duodeno	Sí	0.41
Ambos sexos	Total	Cantabria	Úlcera de estómago o duodeno	No	99.59
Ambos sexos	Total	Cantabria	Incontinencia urinaria o problemas de control de la orina	TOTAL	100
Ambos sexos	Total	Cantabria	Incontinencia urinaria o problemas de control de la orina	Sí	1.01
Ambos sexos	Total	Cantabria	Incontinencia urinaria o problemas de control de la orina	No	98.99
Ambos sexos	Total	Cantabria	Colesterol alto	TOTAL	100
Ambos sexos	Total	Cantabria	Colesterol alto	Sí	12.55
Ambos sexos	Total	Cantabria	Colesterol alto	No	87.45
Ambos sexos	Total	Cantabria	Cataratas	TOTAL	100
Ambos sexos	Total	Cantabria	Cataratas	Sí	2
Ambos sexos	Total	Cantabria	Cataratas	No	98
